"Data Source","World Development Indicators",

"Last Updated Date","2020-03-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Isle of Man","IMN","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.1","","","","","4.7","","","","","3.1","2.8","2.6","2.4","2.2","2","1.9","","","",
"Not classified","INX","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.9","","","","","32.3","","","","","27.9","26.9","26.1","25.3","24.5","23.8","23","","","",
"Iran, Islamic Rep.","IRN","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.8","","","","","2.7","","","","","1.6","1.4","1.2","1.1","1","0.9","0.8","","","",
"Iraq","IRQ","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iceland","ISL","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.4","","","","","22.2","","","","","18.1","17.4","16.7","16.1","15.5","14.9","14.3","","","",
"Israel","ISR","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.4","","","","","21.2","","","","","18.2","17.8","17.2","16.7","16.3","15.9","15.4","","","",
"Italy","ITA","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.3","","","","","20.2","","","","","20","20","19.8","19.8","19.9","19.8","19.8","","","",
"Jamaica","JAM","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.1","","","","","7.6","","","","","6.4","6.2","6","5.9","5.7","5.5","5.3","","","",
"Jordan","JOR","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Japan","JPN","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.6","","","","","13.4","","","","","12.4","12.1","12","11.8","11.6","11.4","11.2","","","",
"Kazakhstan","KAZ","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.7","","","","","9.3","","","","","8.2","8","7.8","7.6","7.4","7.2","7","","","",
"Kenya","KEN","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8","","","","","2.1","","","","","1.6","1.6","1.5","1.4","1.3","1.3","1.2","","","",
"Kyrgyz Republic","KGZ","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.3","","","","","4.7","","","","","4.2","4.1","4","3.9","3.8","3.7","3.6","","","",
"Cambodia","KHM","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.9","","","","","4.7","","","","","3.2","2.9","2.7","2.5","2.3","2.1","2","","","",
"Kiribati","KIR","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.5","","","","","49.9","","","","","42.6","41.6","40.3","39.1","38.1","37","35.9","","","",
"St. Kitts and Nevis","KNA","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.9","","","","","6.6","","","","","6.4","6.4","6.3","6.3","6.3","6.2","6.2","","","",
"Kuwait","KWT","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.5","","","","","4.4","","","","","3.5","3.3","3.2","3","2.9","2.8","2.7","","","",
"Latin America & Caribbean (excluding high income)","LAC","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.8702549585609","","","","","14.0501706153986","","","","","11.0510479905053","10.6033102112401","10.1109030551444","9.6925046596031","9.25900238197937","8.80380493192685","8.44779144077396","","","",
"Lao PDR","LAO","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.9","","","","","13.5","","","","","10.1","9.7","9.1","8.7","8.1","7.7","7.3","","","",
"Lebanon","LBN","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","","","","","31.3","","","","","29.1","28.6","28.5","27.8","27.6","27.2","26.9","","","",
"Liberia","LBR","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.3","","","","","3.5","","","","","2.3","2.2","2","1.8","1.7","1.6","1.5","","","",
"Libya","LBY","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.2056884018682","","","","","15.1834177301135","","","","","12.0317226542719","11.5600632412103","11.0377470754115","10.589521394158","10.131411900111","9.65801741418175","9.28104197379223","","","",
"Least developed countries: UN classification","LDC","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.13108622252852","","","","","5.70085478139273","","","","","4.12909429026957","3.86813923918608","3.6332647293882","3.40617751021774","3.23454410076213","3.06096301036794","2.89557286655674","","","",
"Low income","LIC","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.7","","","","","0.9","","","","","0.5","0.5","0.4","0.4","0.3","0.3","0.3","","","",
"Lower middle income","LMC","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.78251103325989","","","","","4.79009842141635","","","","","3.46378141808404","3.21194261490591","3.03814307430642","2.84832554246323","2.68328444451206","2.50828638291267","2.39593169308432","","","",
"Low & middle income","LMY","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.80856025825428","","","","","6.12397348572504","","","","","4.93290401143416","4.71515006098597","4.55783617909825","4.36899630257275","4.19653790705417","4.0406887849204","3.89655027362521","","","",
"Lesotho","LSO","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6","","","","","0.5","","","","","0.5","0.5","0.5","0.4","0.4","0.4","0.4","","","",
"Late-demographic dividend","LTE","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.05186567750775","","","","","6.89776175857572","","","","","6.06202770103041","5.91443147721605","5.82125761714834","5.66848681394024","5.52177708766934","5.42360995140455","5.2866943018249","","","",
"Lithuania","LTU","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.4","","","","","21.5","","","","","21.4","21.3","21.4","21.3","21.4","21.4","21.3","","","",
"Luxembourg","LUX","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.2","","","","","25.7","","","","","23.3","22.9","22.5","22.1","21.8","21.4","20.9","","","",
"Latvia","LVA","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.7","","","","","24.9","","","","","25.3","25.4","25.4","25.5","25.6","25.6","25.6","","","",
"Macao SAR, China","MAC","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.7","","","","","2.6","","","","","1.5","1.3","1.2","1.1","1","0.9","0.8","","","",
"Monaco","MCO","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.4","","","","","5.6","","","","","5.7","5.7","5.8","5.8","5.9","5.9","5.9","","","",
"Madagascar","MDG","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Maldives","MDV","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.8","","","","","5.5","","","","","3.5","3.2","2.9","2.7","2.5","2.3","2.1","","","",
"Middle East & North Africa","MEA","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.73396162748129","","","","","3.83274225867358","","","","","2.79357736676742","2.62439690103245","2.51709443747249","2.39089120191543","2.31258496449485","2.22972805890938","2.11831852607758","","","",
"Mexico","MEX","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.7","","","","","10.5","","","","","8.6","8.3","8","7.7","7.4","7.1","6.9","","","",
"Marshall Islands","MHL","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.79274932776307","","","","","6.132493116372","","","","","4.95970246230144","4.74436345146248","4.59178079728335","4.40538099363862","4.23440697532312","4.08004526363858","3.93917124483324","","","",
"North Macedonia","MKD","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mali","MLI","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.3","","","","","3.2","","","","","2.3","2.2","2","1.9","1.8","1.7","1.6","","","",
"Malta","MLT","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.8","","","","","25.9","","","","","23.3","22.9","22.6","22","21.7","21.3","20.9","","","",
"Myanmar","MMR","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.6","","","","","11.1","","","","","8.6","8.1","7.7","7.3","7","6.6","6.3","","","",
"Middle East & North Africa (excluding high income)","MNA","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.30458453899738","","","","","3.38202820854602","","","","","2.38777158041889","2.22122022149053","2.13685056640036","2.01961856807174","1.95576333434859","1.88275610699137","1.78051539852101","","","",
"Montenegro","MNE","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.4","","","","","48.1","","","","","46.2","45.7","45.5","44.9","44.7","44.2","44","","","",
"Mongolia","MNG","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.1","","","","","7.1","","","","","6.3","6.2","6","5.9","5.8","5.6","5.5","","","",
"Northern Mariana Islands","MNP","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","","","","","7.5","","","","","6.3","6","5.8","5.6","5.4","5.3","5.1","","","",
"Mauritania","MRT","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritius","MUS","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.7","","","","","4.1","","","","","3.6","3.6","3.5","3.4","3.3","3.3","3.2","","","",
"Malawi","MWI","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.2","","","","","7.3","","","","","5.8","5.5","5.2","5","4.8","4.6","4.4","","","",
"Malaysia","MYS","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8","","","","","2","","","","","1.4","1.3","1.3","1.2","1.1","1","1","","","",
"North America","NAC","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.2084693210356","","","","","24.5654239132335","","","","","21.3980173386831","20.8768692486759","20.4344495954527","19.8225803432043","19.311488329902","18.8920871286563","18.3698976037458","","","",
"Namibia","NAM","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.9","","","","","13","","","","","11.4","11.1","10.8","10.5","10.3","10","9.7","","","",
"New Caledonia","NCL","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","","","","","0.3","","","","","0.2","0.2","0.2","0.1","0.1","0.1","0.1","","","",
"Nigeria","NGA","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3","","","","","1.5","","","","","1","0.9","0.8","0.8","0.7","0.6","0.6","","","",
"Nicaragua","NIC","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Netherlands","NLD","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.1","","","","","30.5","","","","","27.6","26.9","26.5","26","25.4","25","24.4","","","",
"Norway","NOR","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.9","","","","","33.2","","","","","26.2","24.9","23.8","22.8","21.7","20.7","19.6","","","",
"Nepal","NPL","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.4","","","","","22.4","","","","","15.2","14.1","13","11.9","11.2","10.3","9.5","","","",
"Nauru","NRU","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.1","","","","","58.6","","","","","50.7","49.3","47.9","46.5","45.4","44.2","43","","","",
"New Zealand","NZL","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.2","","","","","23.5","","","","","19","18.2","17.4","16.8","16","15.3","14.8","","","",
"OECD members","OED","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.4281352867336","","","","","22.8652163589345","","","","","20.6118928718314","20.1845401504401","19.8237485537841","19.3984750965872","19.0292930774341","18.6728379952454","18.3264464244236","","","",
"Oman","OMN","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7","","","","","0.6","","","","","0.5","0.5","0.5","0.5","0.5","0.5","0.5","","","",
"Other small states","OSS","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.0622606445565","","","","","10.5119389240826","","","","","9.14576016719114","8.90510928825876","8.64962520707721","8.38463813556755","8.16489540655935","7.95672587118918","7.73743516128499","","","",
"Pakistan","PAK","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.1","","","","","6.3","","","","","4.4","4","3.8","3.5","3.3","3","2.8","","","",
"Panama","PAN","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","3.9","","","","","3.1","3","2.8","2.7","2.6","2.5","2.4","","","",
"Peru","PER","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.1","","","","","9","","","","","6.7","6.3","6","5.7","5.4","5","4.8","","","",
"Philippines","PHL","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.1","","","","","10.6","","","","","9.2","9","8.7","8.5","8.2","8","7.8","","","",
"Palau","PLW","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.1","","","","","12.1","","","","","9.8","9.4","9.1","8.7","8.3","8","7.7","","","",
"Papua New Guinea","PNG","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.7","","","","","34","","","","","28.6","27.7","26.8","25.7","25.1","24.2","23.5","","","",
"Poland","POL","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.2","","","","","31.4","","","","","27.3","26.5","25.8","25.2","24.4","23.8","23.3","","","",
"Pre-demographic dividend","PRE","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.2","","","","","15.5","","","","","15.8","15.9","16","16","16.1","16.3","16.3","","","",
"Paraguay","PRY","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.8","","","","","11","","","","","7.7","7.1","6.7","6.2","5.8","5.4","5","","","",
"West Bank and Gaza","PSE","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.5362287318282","","","","","15.9444579435752","","","","","13.7870873807553","13.3796417307771","13.0340424572464","","","","","","","",
"Post-demographic dividend","PST","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.6396084365984","","","","","23.3465972115638","","","","","21.3163121512601","20.9299540564354","20.6199742327627","20.2305250757871","19.9144409677608","19.594052306111","19.2744818950871","","","",
"French Polynesia","PYF","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.7","","","","","1.4","","","","","1.1","1","1","1","0.9","0.9","0.8","","","",
"Romania","ROU","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.3","","","","","25.6","","","","","24.3","24","23.8","23.4","23.3","23.1","22.9","","","",
"Russian Federation","RUS","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.2","","","","","21.9","","","","","22.5","22.7","22.9","23","23.2","23.3","23.4","","","",
"Rwanda","RWA","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.4","","","","","6.4","","","","","5.5","5.4","5.2","5.1","4.9","4.8","4.7","","","",
"South Asia","SAS","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.5363731392788","","","","","4.96508026137248","","","","","3.28784426045924","2.98007377988453","2.76914108372976","2.54875278338871","2.3534928591663","2.1451013882281","2.02564806096429","","","",
"Saudi Arabia","SAU","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.6","","","","","3.4","","","","","2.5","2.4","2.2","2.1","2","1.9","1.8","","","",
"Sudan","SDN","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Senegal","SEN","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.7","","","","","1.1","","","","","0.7","0.6","0.6","0.5","0.5","0.4","0.4","","","",
"Singapore","SGP","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.7","","","","","5.5","","","","","5.3","5.3","5.3","5.2","5.2","5.2","5.2","","","",
"Solomon Islands","SLB","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sierra Leone","SLE","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.6","","","","","20.1","","","","","13.7","12.7","11.8","11","10.2","9.5","8.8","","","",
"El Salvador","SLV","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.3","","","","","3.5","","","","","3","2.9","2.8","2.7","2.6","2.5","2.5","","","",
"San Marino","SMR","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Smoking prevalence, females (% of adults)","SH.PRV.SMOK.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.9","","","","","39.9","","","","","38.7","38.7","38.4","38.2","38.2","37.8","37.7","","","",
